,name,party,constituency,house,id,date,text
89,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AA-AC1 hs_Para 02/12/2016 09:39:31,"[<p class=""hs_Para"">I cannot emphasise enough that if I had the power I would get rid of sanctions altogether, but I am not trying to do that right now. The Bill tries to amend sanctions.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">There are two major problems in the current system, the first of which are the guidelines. Under the current regime, a sanction may be imposed if a claimant has good reason. The JSA legislation was amended to provide that “good reason” was to be set out in guidance rather than in the regulations themselves. That is the problem—it is only guidance. The Government argued that not setting out particular circumstances or situations in legislation allows the decision maker</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">“to take into account all reasons considered relevant when determining good reason.”</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">The decision maker’s guide on the guidelines explains:</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">“Good reason is not defined in legislation.”</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">It says:</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">“DMs should take into account all the relevant information about the claimant’s circumstances”</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">and their reasons for actions.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">“Claimants will be given the opportunity…to explain why they have not complied with requirements and it will remain the responsibility of the claimant to show good reason for any failure and to provide information and evidence as appropriate to explain why they have not complied.”</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">That sounds fair enough when we just read it, but how does a person provide hard concrete evidence that their bus was 10 minutes’ late, or that their train was delayed?</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">Let me set out where the whole idea behind this Bill came from. I am a member of the Work and Pensions Committee. We were looking into jobcentres, and we paid a visit to South Thanet, which is what I would describe as a leafy, prosperous, happy Conservative  <span class=""column-number"" data-column-number=""1787"" id=""1787""></span>suburb with not many real hard issues. When we went to the jobcentre, I was desperate to pick holes in the sanctions regime—desperate to sit there and say, “It’s horrible, it doesn’t work, it’s horrendous and people endure horrible things.” I am glad to say that I could not do that. Within the jobcentre, the sanctions regime was working as best as it possibly could. There were hardly any sanctions, because time after time the staff were patient and understanding. They worked incredibly hard to make sure that nobody ended up in that position.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">I appreciate the fact that this Conservative constituency, geographically, economically and socially, does not have anywhere near the same pressure and problems as many other constituencies throughout the UK, including mine. In my opinion, that jobcentre was just lucky—lucky because of the personalities and the attributes of its staff. That was why the sanctions were not as harsh as they were in constituencies such as my own.</p>]"
90,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AA-AC1 hs_Para ,"[<p class=""hs_Para""><em>rose—</em></p>]"
91,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AA-AC1 hs_Para 02/12/2016 09:43:17,"[<p class=""hs_Para"">I note the right hon. Gentleman’s point of view. I invite him to come up and see Ferguslie Park, where he will see what real deprivation looks like.</p>]"
92,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AA-AC1 hs_Para 02/12/2016 09:44:00,"[<p class=""hs_Para"">In my constituency, I have had people sanctioned because they were ill, because they had children who needed to be looked after and all sorts. Each of us has heard examples of how people have been sanctioned for a shocking amount of ridiculous reasons. There are some examples of people who have been sanctioned for missing an appointment at the jobcentre because they were at a job interview. It is ludicrous.</p>]"
93,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AA-AC1 hs_Para 02/12/2016 09:44:49,"[<p class=""hs_Para"">I am not saying that the systems works perfectly everywhere. As I have said, I disagree with the system as it stands just now. However, if I am to be realistic and try to make some small changes, South Thanet is a place where sanctions are not as harsh as they are all over the rest of the UK—they are not as harsh as they are in different constituencies.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">I want to go on to explain why this Bill should go through, and I have examples of jobcentres that are not doing not too badly with the current system. There is a dramatic variation throughout the UK as to how many sanctions are applied and why they are applied. The fact that sanctions are being applied inconsistently across the board is backed up by this week’s National Audit Office report, which found that some Work programme providers make more than twice as many sanction referrals as others dealing with similar groups in the same area. The NAO report concludes that</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">“management focus and local staff discretion are likely to have had a substantial influence on sanction rates.”</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">When I secured this private Member’s Bill, I opened up a public consultation whereby individuals could answer a series of 10 questions, telling me their thoughts on the current regime and my proposed changes. Out of those responses, it was very clear that people felt that there was a Government-created point of view driven by much of the mainstream media that anyone claiming benefits is a scrounger and a chancer. They are made to feel as though they are lazy, work shy and someone who is leeching off the state and taxpayers’ money.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">I will do something quite unorthodox here and quote from what probably constitutes as a national treasure, Kevin Bridges. He rightly said that if politicians really think that people are choosing to be vilified by those with power all so that they can sit in their boxers watching “Storage Wars” on a Tuesday afternoon eating Quavers, then they are really not living in the real world. I know that anyone who is in touch with reality knows that that image could not be further from the truth. One respondent worded it better than I ever could when they said that there is a belief that claimants are scroungers and liars. They said that where there is a good Jobcentre Plus management, that attitude is less and probably also accounts for the variations in the application of sanctions.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">It is worth noting and putting it on the record that I am not slagging off or criticising jobcentre staff. I am criticising the lack of direction and clarity that they have to operate under and the fact that they have to endure an ever-increasing workload with increasing responsibility without clear instructions.</p>]"
94,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AA-AC1 hs_Para 02/12/2016 09:48:03,"[<p class=""hs_Para"">I could not agree more with my hon. Friend. We are all aware of people who have felt horrible when they were working in jobcentres—they felt under pressure in having to treat people as though they do not deserve attention. He is quite correct to say that the DWP and these jobcentres are under increasing pressure, and it is putting an unhealthy level of anxiety on to the staff, never mind the people who are claiming the benefits.</p>]"
95,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AA-AC1 hs_Para 02/12/2016 09:40:32,"[<p class=""hs_Para"">I could not agree more.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">A respondent to the public consultation stated that staff are human, and that</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">“they can make mistakes, like or dislike clients and their individual views can affect how they deal with the individuals on their caseload. If they don’t like or trust someone, they are much more likely to sanction than if they like or have sympathy for the individual.”</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">Again, I must emphasise that this is not a criticism of jobcentre staff, who do a tremendous job given the system with which they have to work. It is recognition that we are all human, and that we all have our bad days and our grumpy days, but unless there are clearcut rules and regulations of conduct in place, that bad day could translate into ruining someone else’s day—and that simply cannot happen when they have someone else’s livelihood and survival in their hands. This creates a postcode lottery of sorts, and a situation whereby the way in which a person is treated is completely dependent on where their assigned jobcentre happens to be, who they get as a work coach and what mood that coach happens to be in.</p>]"
96,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AA-AC1 hs_Para 02/12/2016 09:50:05,"[<p class=""hs_Para"">Yes, I can, and I will touch on that later.</p>]"
97,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AA-AC1 hs_Para 02/12/2016 09:51:12,"[<p class=""hs_Para"">I think the hon. Lady is confusing two separate issues. What I am saying is that, when we speak of referrals, there is a huge disparity between different  <span class=""column-number"" data-column-number=""1790"" id=""1790""></span>jobcentres in different parts of the UK because the guidelines can be interpreted differently by different people. Therefore, instead of having these vague and unclear guidelines, which can be interpreted by different people in different ways, my Bill seeks to create a formal code of conduct, whereby it is clear who should be exempt from sanctions and for what reasons.</p>]"
98,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AA-AC1 hs_Para 02/12/2016 09:51:34,"[<p class=""hs_Para"">I completely agree.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">The Bill is made up of 11 clauses, and it makes changes to the current legislation on the administration of certain social security benefits. It prevents a claimant in receipt of certain social security benefits from having their benefits reduced or restricted unless two requirements have been met.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">I will focus on the first requirement. We want to introduce a formal code of conduct and a list of sorts, whereby an individual’s personal circumstances must be taken into account before any sanction can be applied. The Bill would also require that, before drawing up and reviewing a claimant commitment, which many individuals I have come across simply sign in the same fashion as most of us say we have read the 300-page terms and conditions when we buy a phone, download something or update our phone, the person has to be given advice—not guidance—on their rights and entitlements, and that advice has to be in writing.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">Secondly, the Bill requires claimant commitments to include details of the person’s caring responsibilities, mental health, physical wellbeing and housing situation, before any sanction can be applied.</p>]"
99,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AA-AC1 hs_Para 02/12/2016 09:53:50,"[<p class=""hs_Para"">I hope the hon. Gentleman will forgive me if I did not explain myself clearly enough. What I am saying is that formal written advice, not guidance, has to be given to people so that they can fully understand what a claimant commitment means. I have come across lots of people—not just in my own constituency office—who have signed a bit of paper that has been shoved in their face, thinking it means they will get their benefits, but without fully appreciating or having been told exactly what it means. Part of the reason they are sometimes not told exactly what it means is the lack of clear and concise instructions for jobcentre staff. That is what I am trying to formalise in the Bill.</p>]"
100,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AA-AC1 hs_Para 02/12/2016 09:54:09,"[<p class=""hs_Para"">Yes, that is a point I am about to touch on.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">Let me give a few examples of the kinds of responsibilities that should be taken into account. A report from Gingerbread found evidence that single parents are being inappropriately referred for a sanction in the first instance, or wrongly sanctioned, as a result of the decision-making process. Responding to the National Audit Office report on sanctions, a Gingerbread research officer said:</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">“Our own research has found that single parents are more likely to be unfairly referred for sanction than other JSA claimants; job centre advisers are getting it wrong far too often. We hear from single parents who are threatened with sanctions if they don’t take jobs that are unsuitable and unsustainable. We’re particularly concerned that new rules starting in April will mean even more single parents with young children are at risk.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">Despite the mounting evidence that sanctions are ineffective, costly for the government and hugely damaging for those who are sanctioned, the government has done very little to fix this broken system.”</p>]"
101,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AA-AC1 hs_Para 02/12/2016 09:55:02,"[<p class=""hs_Para"">I am going to make a wee bit of progress first.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">A single mother or a carer, for instance, might have an appointment, but their child or dependant might be sick, or they might be called to school to collect their child. The Bill would recognise their caring commitment to that child, and it would mean that they should not and could not be sanctioned. Similarly, if a mother has an appointment at half-past 8 in the morning and cannot attend, there should be a formal code of conduct so that jobcentre staff can see that, between the hours of seven and nine, she is getting the wee uns to school, so, of course, she cannot go for a job interview.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para""></p>]"
102,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para 02/12/2016 09:56:20,"[<p class=""hs_Para"">I would say that the hon. Lady has not got her facts correct—</p>]"
103,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para 02/12/2016 09:56:24,"[<p class=""hs_Para"">Hold on a second. If the hon. Lady looks back, she will see in the NAO report out this week that a quarter of all people who receive JSA have been sanctioned at some point. That is what the facts are.</p>]"
104,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para 02/12/2016 09:57:30,"[<p class=""hs_Para"">The hon. Lady has just made a brilliant point. We see that all these sanctions can be overturned later. That has cost the Government more money in administration, and it has caused more heartache, anxiety and pressure for individuals who have committed no crime and who should not have been sanctioned in the first place.</p>]"
105,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para 02/12/2016 09:58:14,"[<p class=""hs_Para"">I appreciate my hon. Friend’s point; it is evident throughout different parts of the Government just now that the administration has become problematic, but today I want to focus on the fact that tens of thousands of single parents face the risk of being wrongly sanctioned by the jobcentre. Two in five sanction referrals and decisions against single parents are actually overturned, which shows just how faulty and flawed the system is. Surely we could make this small, uncontroversial change, prevent a lot of hassle to begin with and, hopefully, save some money.</p>]"
106,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para 02/12/2016 09:59:14,"[<p class=""hs_Para"">My hon. Friend is right.</p>]"
107,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para 02/12/2016 09:59:12,"[<p class=""hs_Para"">My hon. Friend makes a brilliant point. It is covered by the second part of the Bill, which I will touch on later.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">It is clear that DWP decision makers are not making any genuine assessment but are simply rubber-stamping referrals, because the proportion of people being sanctioned for not actively seeking work has risen to 98%. No real consideration is being given to the individual’s circumstances and life.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">On health, “Living at the Sharp End”, a recent Citizens Advice Scotland research report on the causes and impacts of gaps in income for Scottish citizens advice  <span class=""column-number"" data-column-number=""1793"" id=""1793""></span>bureau clients, found that benefit sanctions were one of the top five causes of a period of no income. One of the most striking findings from an analysis of the report’s 47 case studies is the impact that gaps in income have on the mental and physical health of clients in the sample. Of those case studies, almost a third mentioned worsening mental health issues as a result of a gap in income, and two of them explicitly mentioned suicidal thoughts.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">I ask Members to think of the process that people already have to endure. As I said at the beginning, they are already terrified before they go into the jobcentre, never mind when they end up as part of the sanctions process. <em>[</em><em>Interruption.</em><em>]</em> If an individual suffers from depression, anxiety or any other mental health condition, the system as it stands completely neglects what life is like for them when they are having a bad day or are struggling. In response to a Scottish Government consultation in October 2015, the Scottish Association for Mental Health said:</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">“The number of sanctions applied in Scotland doubled in the last year, and individuals with mental health problems are disproportionately affected.”</p>]"
108,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para 02/12/2016 10:02:19,"[<p class=""hs_Para"">My hon. Friend makes her point succinctly.</p>]"
109,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para 02/12/2016 10:03:30,"[<p class=""hs_Para"">My hon. Friend is exactly right. If that comment was made, I suggest that the person who said it gets to their feet and puts it on the record. I suggest that, if someone has that point of view and thinks it is acceptable to speak in that way about our most vulnerable people when it is the Government’s job to look after them, they are not fit for government.</p>]"
110,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para 02/12/2016 10:04:20,"[<p class=""hs_Para"">For the purpose of <em>Hansard</em>, may I ask the hon. Gentleman to rise to his feet and confirm or deny whether he made that statement? His silence is a shame.</p>]"
111,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para 02/12/2016 10:05:03,"[<p class=""hs_Para"">The hon. Lady is spot on and I am glad that she gets it.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">As part of our public consultation, Sean in Glasgow confirmed the need for exceptions for those with mental ill health. He said:</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">“I live in Glasgow and suffer from a few mental and physical health conditions which affect my ability to work, and have affected my Jobcentre claims in the past (a couple of times, I’ve been too depressed to go to a meeting and my claims have been cancelled—my depression and isolation at those times left me sitting around, hungry and alone, with no money, and too depressed to deal with it), so I feel I’m qualified to talk about this topic and, indeed, recently contacted the Minister for Mental Health to discuss possible ways in which we can ameliorate the mental health burden on the NHS and increase levels of care for sufferers at the same time.”</p>]"
112,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para ,"[<p class=""hs_Para"">I could not agree more with my hon. Friend. As I have said multiple times in this Chamber and outside it, one of the things that saddens and depresses me most about the society we live in just now is the fact that use of the phrase “food banks” has become normal. Although we should support our food banks, they are now considered to be a legitimate add-on to the state and people are told that they should just  go to them.</p>]"
113,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para 02/12/2016 10:07:17,"[<p class=""hs_Para"">The idea that individuals and citizens in our society are reliant solely on the charity of others to eat and to feed their children shows that we are sliding backwards down a hill to Victorian times.</p>]"
114,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para 02/12/2016 10:08:12,"[<p class=""hs_Para"">What Sean in Glasgow got across was that one of the main reasons behind the anxiety that prevents people from having nutritious food and from feeling confident enough to get out of their bed if they are depressed and to get a healthy diet comes down to the pressure that the system as it stands puts on mental health.</p>]"
115,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para 02/12/2016 10:08:20,"[<p class=""hs_Para"">I am going to make a wee bit of progress.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">When someone suffers from mental health issues, there is no escape. It does not matter what is happening around them—it is in their head. No matter who they speak to or where they are, they are looking at life through a prism of utter fear and intimidation that exists only in their head. It takes over their entire life and their entire perspective on everything. It affects all the decisions that they make.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">I ask Members to imagine feeling like that and then being told that, because their bus was late, they will not have any income to buy food or deodorant, to put money in the electricity meter or to feed their kids for a week. That is the reality of what many people are experiencing.</p>]"
116,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para 02/12/2016 10:09:19,"[<p class=""hs_Para"">My hon. Friend has hit the nail on the head. The fact is that we have people who are in desperate need not just of food, but of everyday products.</p>]"
117,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para 02/12/2016 10:10:57,"[<p class=""hs_Para"">No, I do not agree. At no point did I say that people in that position do not have access to any funds; what I said is that many people are left with absolutely nothing because they do not know about the fund, and they do not know that they can claim from it. Apart from anything else, they do not know how to. Someone who is depressed and anxious, and who is all over the place worrying about where their children’s  <span class=""column-number"" data-column-number=""1796"" id=""1796""></span>next meal is going to come from, does not have time to think and worry about how to go down the paper trail to get a mandatory reconsideration.</p>]"
118,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para 02/12/2016 10:11:18,"[<p class=""hs_Para"">My hon. Friend is right.</p>]"
119,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para 02/12/2016 10:12:21,"[<p class=""hs_Para"">My hon. Friend is right, because numerous studies over numerous years have shown us the reality that the system serves only to create and exacerbate mental health problems. Is it really surprising that being unable to afford food and skipping meals have implications for individuals’ health? When umpteen reports tell us that something is wrong, and when the UN tells us that something is wrong, surely it is not controversial to make a small change such as the one I am suggesting.</p>]"
120,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para 02/12/2016 10:13:04,"[<p class=""hs_Para"">My hon. Friend has put it succinctly, and I would probably agree. Part of the reasoning behind the Bill is to try to make the system not just a bit more humane, but a wee bit more economical—a bit more value for money.</p>]"
121,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para 02/12/2016 10:13:43,"[<p class=""hs_Para"">That point speaks for itself. This is not a political argument; it is factual. The system is costing money; it is not giving us good value for money. It is causing a lot of distress and hardship for many people.</p>]"
122,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para 02/12/2016 10:14:04,"[<p class=""hs_Para"">I think everyone on the SNP Benches agrees with that.</p>]"
123,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para 02/12/2016 10:14:41,"[<p class=""hs_Para"">I understand the political point that the right hon. Gentleman is trying to make, but I do not want to drag us into a political debate in which we argue about Scottish budgets and so on. I remind him that Members cannot keep putting pressure on the Scottish Government and asking them to fill every single hole that this Tory Government creates, while cutting our money. As I say, I am not interested in going down the path of that argument. I am trying to be constructive and ensure that the Government can get on board with what I am suggesting.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">Housing is a major issue when it comes to people being sanctioned. Research by Citizens Advice Scotland found that when people cannot pay for essentials such as food, electricity and gas, they are likely to accumulate arrears and fall into debt. The accumulation of rent and council tax arrears puts people at risk of eviction. For people who are in social rented housing, as 29% of Citizens Advice clients are, that places a burden on the local authority and the Courts and Tribunals Service, as well as adding to the hardship and vulnerability experienced by those individuals and their families.</p>]"
124,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AE2-AG1 hs_Para 02/12/2016 10:16:32,"[<p class=""hs_Para"">I appreciate the point that the hon. Lady makes, but with the greatest respect, she misses the point. When people are under extreme stress, they accumulate debt. That is how, as the study says, they end up in arrears, which puts pressure on councils, local authorities and the individuals themselves.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">In a report published in December 2015, Crisis found that homeless service users are disproportionately affected by sanctions. In the past year, 39% of the survey sample had been sanctioned, and three quarters of the survey respondents who had been sanctioned said that it had had a negative impact on—surprise—their mental health. Overall, 21% of sanctioned respondents said that they had become homeless as a result of the sanction. The simple fact is that, no matter how we look at it or how we arrive at this point, no Government should make their citizens homeless. It does not matter whether that is happening to 21% of people affected, or whether the figure is higher or lower. One person made homeless is too many. This Bill is an attempt to prevent that situation from ever arising.</p>]"
125,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AE2-AG1 hs_Para 02/12/2016 10:17:52,"[<p class=""hs_Para"">My hon. Friend has just echoed the arguments that have been made on that point.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">I want to move on to the second main part of my Bill. It deals with hardship payments—my hon. Friend the Member for Livingston (Hannah Bardell) spoke about them earlier—which I view as the second-biggest problem in the system. Currently, when a sanction has been imposed, a person may be able to get a reduced-rate hardship payment, but such payments are not awarded automatically. A person will need to apply for them. Again, we must remember that we are talking human beings who are often very vulnerable. Whether because of their mental health, their physical health, their financial situation or their caring responsibilities, they are up to their eyeballs in stress already, and when they hear the dreaded word “sanctions”, the situation becomes 10 times worse.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">The system is not designed to guarantee that everyone will be listened to. Some people might be lucky enough to be listened to. The system might be fine, as I said at the beginning, in jobcentres that are managing to make this skeleton of a system kind of work, but there is no guarantee that it will be the same for everybody. When an individual hears that they are being referred for—that dreaded word—a sanction, their world often falls apart and they are thrown into utter chaos.</p>]"
126,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AE2-AG1 hs_Para 02/12/2016 10:19:31,"[<p class=""hs_Para"">I agree with the hon. Gentleman. That is precisely why I am trying to bring in something to formalise what should already be in place to ensure a bit of consistency between different jobcentres and constituencies in the UK.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">To expect someone who is up to their eyeballs and whose life is in chaos because they have heard the word “sanction” to know the system inside out, to know what they are entitled to and to know when and how to apply for it is simply unrealistic. It is not the reality of what genuinely happens. Some might accuse the Government of deliberately creating the system in that way to create a disincentive for people to challenge and claim what they are entitled to receive, as we know that the amount of unclaimed benefits to which people are entitled vastly outweighs the some 0.8% of benefits that are fraudulently claimed. However, I will let people make up their own minds.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">We are realistic, and we know that the UK Government will impose sanctions. The Bill would therefore include in the code of conduct an assessment for hardship payments, so that anyone subject to a sanction would  <span class=""column-number"" data-column-number=""1799"" id=""1799""></span>automatically have their situation considered. If someone is sanctioned, jobcentre staff should immediately assess them to see whether they qualify for a hardship payment, rather than it being the individual’s responsibility to initiate an assessment. That makes perfect sense. If jobcentre staff have a stressed person in front of them who is in a difficult position and in an emotional state, they should be the responsible participant. They are the one who is supposed to be doing the job that the Government do, which is ensuring that no one falls through the gaps. That is not a big ask; it is logical to ask, “Is this person qualified for a hardship payment?”</p>]"
127,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AE2-AG1 hs_Para 02/12/2016 10:22:31,"[<p class=""hs_Para"">I completely agree with my hon. Friend. Again, I make the plea that the fundamental logic behind the Bill is that citizens should not be made homeless or destitute by their Government. They should not be left with absolutely nothing in their pockets because of the Government. It is our responsibility to look after our citizens. It is therefore perfectly logical to assess an individual at the point of sanction to see whether they qualify for a hardship payment.</p>]"
128,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AE2-AG1 hs_Para 02/12/2016 10:23:17,"[<p class=""hs_Para"">We have all experienced that and can see it in our own constituencies. Again, I have not introduced the Bill to be controversial. The Bill seeks to tighten what is already in place, to tidy it up and to offer a wee bit of security and consistency for all people throughout the UK.</p>]"
129,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AE2-AG1 hs_Para 02/12/2016 10:23:38,"[<p class=""hs_Para"">No, there is not. If anything, the evidence shows the opposite. This is not about getting rid of the sanctions regime altogether, as some people would wish.</p>]"
130,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AE2-AG1 hs_Para 02/12/2016 10:24:39,"[<p class=""hs_Para"">No, I will make some progress.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">This Bill is a genuine attempt to change a system that is already causing so much pain and heartache to individuals. I consulted on the Bill, and I received more than 9,000 responses. Some 98% of those responses were from people who agree with the Bill.<span class=""column-number"" data-column-number=""1800"" id=""1800""></span></p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">I give credit to the film, “I, Daniel Blake”. I went to see it again earlier this week, and it was even more hard-hitting the second time. I genuinely urge everyone in this room to go and see that film, because sanctions hit real people. They are not statistics. They are human beings who are struggling and suffering due to the actions of the state.</p>]"
131,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AE2-AG1 hs_Para 02/12/2016 10:24:53,"[<p class=""hs_Para"">The public are watching, and we owe a debt to Ken Loach for focusing our minds on the human costs. His film tells the story of a 59-year-old joiner from Newcastle, Daniel Blake, who suffers a heart attack at work.</p>]"
132,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AE2-AG1 hs_Para 02/12/2016 10:25:38,"[<p class=""hs_Para"">The hon. Member for Bury North (Mr Nuttall), who has just left the Chamber, said that the film is fiction, which is exactly the kind of attitude that genuinely disappoints me in this House. The minute that people hear something they do not like, they leave and say, “Rubbish.”</p>]"
133,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AE2-AG1 hs_Para 02/12/2016 10:25:48,"[<p class=""hs_Para"">I can hear the hon. Lady heckling me. Well, I will show her that the facts are that sanctions are hurting people and leaving them with no food in their cupboards and no money in their electricity meter. Sanctions are leaving people with nothing. To sit there and simply say, “Stick to the facts” just shows how ignorant and out of touch from reality she is.</p>]"
134,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AE2-AG1 hs_Para 02/12/2016 10:26:26,"[<p class=""hs_Para"">I will not take an intervention from the individual because we have all heard enough from her. I suggest that she listen to what the reality is for so many people.</p>]"
